# Estimated WBC subtype proportions for the samples in WBC Johansson dataset. Houseman's celltype decomposition method with reference by Reinius et al.,,,,,,
id,tcd4,tcd8,bcell,nk,mono,gran
gsm2334175_21,0.189955929686454,0.110050476179484,0.0415679210267842,0.0606956584504841,0.0762050063147229,0.514367132009516
gsm2334207_21,0.141512644666055,0.147635960907827,0.0405454149761274,0.0598625459864653,0.0637953379177526,0.558286582411948
gsm2334291_21,0.120130162909669,0.096456700421673,0.0142364288230584,0.124453281172733,0.100783039155941,0.521735076652791
gsm2334370_21,0.104300280410268,0.0689736341391223,0.0320928740285973,0.0695925098697248,0.0848564914680481,0.637559718040465
gsm2334372_21,0.198827727947827,0.161372855629469,0.02919337358253,0.0268290735524444,0.0885398435726352,0.50474554634328
gsm2334376_21,0.139898081243017,0.109663858382672,0.0732275314561264,0.0115133152196011,0.0815971787491062,0.592007464259103
gsm2334447_21,0.177165928444068,0.0747453750732778,0.0695557488129889,0.0520859845049874,0.087154367176407,0.536368003393894
gsm2334476_21,0.0911908466662064,0.0641706853731429,0.0312907060910929,0.0723700651344579,0.102754528703273,0.645394969800769
gsm2334577_21,0.244504378073185,0.0733201046678097,0.0336013523449283,0.0142642661698464,0.101564513891449,0.518887445129291
gsm2334584_21,0.11895908051511,0.0998047678366632,0.0215257214561696,0.0738673350896007,0.0992887110105332,0.57720560793456
gsm2333965_21,0.157767076932014,0.128410222861692,0.0736479176902693,0.0174216568695333,0.0986728847015013,0.534682810219848
gsm2334191_21,0.146434906354996,0.0664005010339023,0.0629164793342982,0.0622862361692182,0.151003093958418,0.501408743485407
gsm2334356_21,0.105180038882982,0.0372271235336746,0.0434753399021407,0.0798836131224642,0.0714759385791528,0.666524809606821
gsm2334589_21,0.154659311197153,0.113640088141591,0.0546648268292358,0.0850415603532122,0.103423312801213,0.504871131707036
gsm2333961_22,0.140871447309597,0.152014774136349,0.0522424931994458,0.160642668447344,0.0777504113324988,0.416681247635862
gsm2333974_22,0.0613770099852487,0.0270021390956849,0.0143056179902996,0.0447842467404351,0.139728431321763,0.712622360294899
gsm2334022_22,0.1320079271989,0.0743322066520773,0.0377848280325721,0.0128339801779891,0.0649637461226179,0.667424009001004
gsm2334072_22,0.0627734690489769,0.101132568163827,0.014939091695925,0.0462744680055035,0.132652462001371,0.64087106811102
gsm2334094_22,0.155724780304656,0.107608811748654,0.0469888224889578,0.114686473563881,0.0610102433021273,0.523645622606041
gsm2334131_22,0.181450863982843,0.0995367618281607,0.0629361759385597,0.0184706765539369,0.0663711402981377,0.570570948438804
gsm2334158_22,0.153053379338944,0.135617364857685,0.0814623014486731,0.0178579467294941,0.0984279427416012,0.516516781427156
gsm2334309_22,0.141621670112063,0.213884081374917,0.0566238453541343,0.0844503992596639,0.0697423835552527,0.459999106443522
gsm2334364_22,0.116739736814548,0.106404364750683,0.0477505270506532,0.0140962797180561,0.0742119531873253,0.641443444637656
gsm2334556_22,0.189961802567448,0.128550936409639,0.045780398749457,0.013997613588601,0.0725254776231691,0.535149249744867
gsm2333923_22,0.14106195082479,0.0911831899531789,0.0665040960213508,0.0529147785949994,0.0834616386288585,0.573908719882188
gsm2334463_22,0.156791990156414,0.0827276734273699,0.0824673071899436,0.0483473542416332,0.0673194204836359,0.58048546751471
gsm2334531_22,0.0748334744627761,0.056469515975521,0.0460959191621857,0.0369549613935964,0.0642715425722595,0.714160895524721
gsm2333938_23,0.111361639226759,0.039171613322416,0.0476632552468295,0.0786263461897833,0.076373818865157,0.642804041629544
gsm2334190_23,0.219332574838812,0.13256685897698,0.0330943827568251,0,0.0936270916297579,0.512775332458414
gsm2334328_23,0.200778722806308,0.131619090064079,0.0682450689577558,0.0356068551648584,0.0693240426526951,0.503601705026605
gsm2334398_23,0.166453183352252,0.162217028570007,0.0886707368924205,0.0848905971488712,0.0971940915272753,0.430081255964468
gsm2334414_23,0.140742557109838,0.0956777267058959,0.0645804597927462,0.110059824891459,0.0973978434658702,0.508488882333531
gsm2334429_23,0.124122934813898,0.142666556968721,0.0952761066638735,0.0508311558208575,0.0803117231973713,0.542532582590369
gsm2334450_23,0.107036300395409,0.131086614562855,0.0402738360553989,0.0286577927952101,0.0748289959885345,0.635440359625418
gsm2334452_23,0.187089024283809,0.167488926896473,0.0802937849425205,0.030020841996896,0.0635039075522802,0.48708946758111
gsm2334487_23,0.127611334456279,0.0917690357773923,0.0856018884781879,0.0988730361386054,0.0911357326435064,0.512718380204475
gsm2334526_23,0.0694516285991092,0.063221117234893,0.0216824029374546,0.0533408356351261,0.0909525956105747,0.694433933245423
gsm2333903_23,0.0203230164701876,0,0.0334655137807511,0.00501131101215274,0.0919727323911683,0.827263704359095
gsm2333962_23,0.173903915616718,0.110141661037175,0.0497976344470657,0.058765522502221,0.0866141956441906,0.50847868697384
gsm2333975_23,0.212313611157169,0.158712677466111,0.112983040075354,0.0535422436375881,0.0591934655031824,0.40425189332706
gsm2334157_23,0.121662979887905,0.102792822944011,0.132303597094342,0.00456265062307367,0.0841189765159031,0.570936997837348
gsm2334173_24,0.0897761014726705,0.0509077877643495,0.0360074243990836,0.037781354985398,0.0999386834229786,0.681368183156858
gsm2334160_24,0.116199097304709,0.0842878895871115,0.0638095251999061,0.264416602103802,0.0791924690189244,0.400447751788196
gsm2334194_24,0.0296327929972856,0.103266134546756,0.0110662566592706,0.162716933348842,0.0494301651374913,0.629886478036717
gsm2334518_24,0.196871158034274,0.0551950299009613,0.0832962375722969,0.0383168582965485,0.130609948895981,0.48901039309387
gsm2333976_25,0.13805056386246,0.0989947699515789,0.0369384136354899,0.068021953224174,0.0976759022682761,0.577138916466682
gsm2334117_25,0.165850334220634,0.153453325661191,0.0475626928837216,0.0416288666195952,0.0749557434152858,0.525783994043097
gsm2334247_25,0.148668630325513,0.100354402767284,0.0441280821186604,0.0616428850674501,0.077418102191016,0.568473382695151
gsm2334624_25,0.0752248030569571,0.19464843215758,0.0401130161651251,0.0498903772502175,0.0913220713841008,0.566071312523839
gsm2333959_25,0.230330004357845,0.112336132551458,0.0659374981687492,0.0368736665234039,0.0843094990994407,0.470536049823673
gsm2334234_25,0.130200239169504,0.150624666219871,0.0688021114416264,0.107826454033938,0.102737216473048,0.457811151201568
gsm2334357_25,0.146409137075044,0.08816282221712,0.0328405499731051,0.113834387255703,0.0847006428268551,0.542034181821446
gsm2334368_25,0.154361414367241,0.140569861179888,0.0809917580050119,0,0.0767853085093684,0.577715755475872
gsm2334444_25,0.203938652024069,0.127718528701879,0.0456724675554654,0,0.096165085559727,0.534404951380667
gsm2334025_26,0.197494440413101,0.0723129501676598,0.0278136050113954,0.0682864743065084,0.0903922130868971,0.523579200988415
gsm2334553_26,0.224835068107328,0.110256690920144,0.0331578879751412,0.0424217416898181,0.088361303506613,0.514904907681601
gsm2334049_26,0.0988552447911507,0.0477383051248134,0.0337854262349206,0.167710654240211,0.110203777114878,0.540119947577276
gsm2334060_26,0.114033558430357,0.0835358705312052,0.0737663660370904,0.0659642798853748,0.0680431180831712,0.603370568173064
gsm2334237_26,0.214270760637012,0.087942578828216,0.0725952620372867,0.083187162269002,0.0760448456038852,0.461266165611512
gsm2334199_27,0.104025273601496,0.0722071091636695,0.0222726093669594,0.0564341311191933,0.109525417823621,0.627851703692565
gsm2334583_27,0.0668254647370854,0.0848230782504312,0.0257057229229278,0.0445086858922483,0.0997800270779309,0.674547685959359
gsm2334023_27,0.108486901718518,0.0900446687891201,0.0224382383908078,0.0919326392779862,0.070108910056211,0.613520661197932
gsm2334071_27,0.187206583821574,0.13621206992052,0.0618397261162291,0,0.0633305578393359,0.556198549773939
gsm2334105_27,0.168849833790178,0.177922556524762,0.0385649989938205,0.0775770344401153,0.0385943256836612,0.50453284680779
gsm2334137_27,0.147851619823801,0.175426055786407,0.0381519273696904,0.171592537187679,0.0775323259767583,0.397809723692591
gsm2334427_27,0.143680402382631,0.159652013804985,0.0893306657653941,0.0805998645234114,0.0922907921626354,0.437399675489435
gsm2333981_28,0.122826114495736,0.0621437832813574,0.0372812764363569,0.0693992891612981,0.113946938318471,0.597311237005398
gsm2334327_28,0.0972127106046612,0.122578392245308,0.0411156252382763,0.0366051637162066,0.104038147433381,0.612239384247915
gsm2333956_28,0.128373705639752,0.0649789071126057,0.0260315322817338,0.178858323460588,0.119775170531395,0.492949269680637
gsm2334180_28,0.138775545136511,0.0743102948743084,0.0208727772873854,0.00785668303979553,0.11551942065813,0.640951753323724
gsm2334102_29,0.164130439999603,0.19305657515674,0.0351984589574239,0.08508357054448,0.0625797630804114,0.471037966752123
gsm2334104_29,0.233405876522969,0.2472854977029,0.0896456130645263,0,0.0442147963924877,0.392207794454255
gsm2334251_29,0.144546359082331,0.0928072922318412,0.0553204126135787,0.0624700565177443,0.108871750536126,0.539141831482814
gsm2334399_29,0.0870231981585909,0.0936832388506901,0.0289288455594266,0.0676114070803789,0.100507219473538,0.626266727824581
gsm2333921_29,0.231507927163066,0.0984989634736642,0.0545533218921681,0.050178089964399,0.0363607120800476,0.530125361423169
gsm2334195_29,0.17495524383009,0.0667750679045684,0.0309314555882899,0.0221608776588332,0.0803284619290166,0.615014287299712
gsm2334431_29,0.183136170174526,0.141197009506333,0.117318984670909,0.0280448732684402,0.0904725889491032,0.465417658945533
gsm2334528_30,0.158163595798009,0.134129452760078,0.0723670497405769,0.0634806724694986,0.0708095148556592,0.508729631998424
gsm2334082_30,0.149387471761156,0.0773759833689815,0.131915115437719,0.0812151565596188,0.087160694344874,0.471015157513026
gsm2334034_31,0.198940267744523,0.127727951549947,0.0448441421112295,0.0960898350278995,0.0567303979575007,0.485111062729713
gsm2334098_31,0.140441355052266,0.105804854989356,0.0694957561452282,0.0952704612565337,0.0796997162006375,0.513208030584425
gsm2334136_31,0.166243434730036,0.137432787012146,0.0427982579331784,0.0435956885915468,0.0787022056294187,0.5429823208039
gsm2334206_31,0.159104176948375,0.111040295469122,0.036365112066423,0.02743251145074,0.0955492527919591,0.567765170139905
gsm2334249_31,0.15926004150995,0.121649925331486,0.0745439759235635,0.105680545258899,0.0766264526542505,0.485214521049219
gsm2334265_31,0.165726489451106,0.14794165611346,0.0637962675143558,0.0392990714270797,0.0551933927478549,0.547413792226553
gsm2334408_31,0.0996722593437378,0.152218763761248,0.0293239259201814,0.0962054749164035,0.0695670157597688,0.549763882578739
gsm2334560_31,0.113429763745525,0.0463115968643456,0,0.0878670810535919,0.102149779673032,0.632096800136511
gsm2334585_31,0.119620529887613,0.0651174048267456,0.0225009051654911,0.0939511190811021,0.0708295217042732,0.63724129057121
gsm2333980_32,0.0477977251264317,0.0572042539117489,0.017791120511401,0.00562554751779937,0.103332826713724,0.765402790558833
gsm2333998_32,0.125310016758568,0.0954614572325309,0.000907850557693745,0,0.0917647549580812,0.682878948492936
gsm2334103_32,0.174877204553907,0.0586712639360368,0.0492325197092046,0.00516549053435361,0.079544056019098,0.627100262531792
gsm2334121_32,0.199230277956521,0.0860042238546881,0.0825172606964761,0.0427528671136086,0.0499014099985086,0.56185112724466
gsm2334134_32,0.0458754732592768,0.0462125160772699,0.0330348181668068,0.0332606553294005,0.0834908790473484,0.762842604301498
gsm2334338_32,0.0844860353555074,0.0576263375569763,0.0525036948983376,0.0512356949287538,0.0828903876719719,0.687740575566588
gsm2334412_32,0.142339856206238,0.144018063879821,0.0434983435223718,0.0828778893399922,0.113323735425416,0.481029733137661
gsm2334394_32,0.036447045852586,0.0304170952070225,0.0503290162167257,0.0525935604186766,0.138720303694761,0.6912300135702
gsm2334467_32,0.125949485331044,0.135370814486425,0.0662814089341787,0.15845179656127,0.0814537456300168,0.444650640328405
gsm2333909_33,0.188156796840956,0.190463320234622,0.0643544669695182,0.0627700519175479,0.0736440295923331,0.430897299254996
gsm2334201_33,0.104113854189831,0.0642906419839517,0.0444443019662308,0.032641557678594,0.080905599444115,0.684709493697388
gsm2334329_33,0.115780097183907,0.0718317947378825,0.0268148470586601,0.0152567835851113,0.0787026352386302,0.685863635024675
gsm2334363_33,0.123990409458205,0.0998377933486291,0.0164949507018019,0.0448488509753058,0.0942930847855792,0.632483217212755
gsm2334392_33,0.126774833472253,0.0486849211236572,0.0590137702183839,0.0334357459533859,0.0847202976201226,0.639902429172973
gsm2334423_33,0.183002607175805,0.0981771113476227,0.147732016229961,0.0460175818315139,0.0495388305613324,0.469705481230848
gsm2334539_33,0.164443254806643,0.0785796004572943,0.0324569289679734,0,0.0845208155033206,0.630457808372681
gsm2334036_33,0.158345561630515,0.173106315002293,0.05978067701152,0.104402875670919,0.0758543290660746,0.446752516863438
gsm2334226_33,0.071913377054768,0.0597746227389035,0.0295985029803828,0.0765920094590045,0.10233527721836,0.663578552144378
gsm2334527_33,0.170252050820176,0.128975618572252,0.128726169543451,0.0650098618668286,0.0799448245851473,0.445558793459898
gsm2334558_33,0.136024790462521,0.0988395302281097,0.0532193201134453,0.050377859116933,0.0808574487400408,0.580872300537214
gsm2333910_34,0.163548346217196,0.0104560946979779,0.0343780579561278,0.116040629070376,0.0710669809398087,0.61798007454127
gsm2334110_34,0.131438438941017,0.112739310467567,0.0549194488006834,0.0625569066901675,0.0455354727816581,0.615684615892748
gsm2334113_34,0.163260711171404,0.102135027952455,0.0396673346371136,0.0723077190148392,0.0592409471850316,0.57581419886314
gsm2334186_34,0.122669344367383,0.0470889267779358,0.0326123647933627,0.0322265317772304,0.105225818019216,0.657518361381405
gsm2334245_34,0.137987161161788,0.0886795699818959,0.0188817869089925,0.163147972187088,0.0823185524328485,0.518995855704597
gsm2334339_34,0.00703237560893046,0.11598512363596,0.0608314747976422,0.056794931709645,0.0383270568308451,0.745378568799485
gsm2334383_34,0.156772784204966,0.0207864103775265,0.0768575075465342,0.0206836736269209,0.10797304497204,0.610749619725466
gsm2334522_34,0.172284334359322,0.0742583179259438,0.0965257697478477,0.111300701099044,0.0702371163750546,0.489146056288338
gsm2333992_35,0.111939526107151,0.155273362833286,0.012470996910864,0.0447160278401196,0.0929199954393941,0.57137200427969
gsm2334182_35,0.0881224627189767,0.104534121270452,0.0366902213574899,0.0634711808896864,0.0866468623099762,0.627431699644811
gsm2334422_35,0.0530993455394363,0.0934933637727781,0.0193131750539717,0.0105747745517233,0.0990064432686861,0.729841220026543
gsm2334486_35,0.198072121779218,0.199719055852927,0.0495896963302973,0.0508966936797796,0.0758086799744553,0.449247238738957
gsm2334106_35,0.0826955036759252,0.108617166960039,0.0449075421724421,0.0306051216457965,0.0920731861911858,0.64897386617142
gsm2334126_35,0.11355502054984,0.0344778432544474,0.0830881014703765,0.042990239981477,0.137826531259775,0.590674284628351
gsm2334419_35,0.146713265255398,0.144168911628663,0.109054654001683,0.0624880896797962,0.0878174510282895,0.486043963494083
gsm2334324_36,0.112554054334583,0.113263461388842,0.0525951182221091,0.0898947154451596,0.0602833158670835,0.567839640728136
gsm2334350_36,0.185671203787521,0.153350463322238,0.0603439352442583,0.030315104125427,0.0624777213887443,0.524363194477037
gsm2334401_36,0.197896318070378,0.187466801985284,0.108632327197304,0.0589976404445494,0.0860861012245367,0.405475717369462
gsm2334451_36,0.103503556648218,0.0958665057440488,0.019564853167883,0.0337680457566181,0.0949753757516264,0.643500388751987
gsm2334112_36,0.0671098813283177,0.0180921040071749,0.0150941629237463,0.109305622553265,0.0939711873598932,0.698154666239573
gsm2334241_36,0.211465075072154,0.0635003670065088,0.0819440282746402,0.094141391654032,0.0680600209119248,0.497447146535641
gsm2334269_36,0.206318423818487,0.0903405548362009,0.0592978900072771,0.0945801819711672,0.078806774369195,0.466217054211347
gsm2334300_36,0.14728993725421,0.105828235076208,0.0581704585360019,0.0783702996216337,0.12113337681563,0.504447816846074
gsm2333957_37,0.149883435787852,0.0748953441574616,0.0615480130802002,0.0123830174939388,0.0969972068247877,0.590691426203207
gsm2334236_37,0.219646753198683,0.113044277962489,0.0516862129318389,0.0648185420388974,0.0810964557720707,0.485623670905136
gsm2334489_37,0.0680357163085682,0.19183239416095,0.0962632447772306,0.0283280032989294,0.0789136412134742,0.572114432374581
gsm2334493_37,0.119564892344237,0.12270894089205,0.0406340600245829,0.0977936321344826,0.0733823133073213,0.557781095602916
gsm2334081_37,0.0559961088363383,0.103553293837926,0.0296222483976264,0.12349275852735,0.0965679363745654,0.5811340460059
gsm2334240_37,0.180373223733261,0.0203244564854963,0.103769472854978,0.0378086061032827,0.0954029905075422,0.557626561872379
gsm2333929_38,0.0750108683407582,0.123914385563843,0.0318060740516943,0.0273933778842032,0.0815212765248846,0.667797780711057
gsm2334298_38,0.139456769710548,0.0783859686546971,0.0420129018144168,0.0299068723250696,0.0996004485333845,0.620635602872945
gsm2334312_38,0.172447198455684,0.0902197223754722,0.0440514586878252,0.0385701485529816,0.0883800317723383,0.568101760083394
gsm2334387_38,0.0912007351903091,0.062844190912872,0.0348272660172329,0.00247270459184596,0.0738838788536824,0.745443378377927
gsm2334504_38,0.0890079566205845,0.0384757859194318,0.0163188172116108,0.0363900436631779,0.104482283636195,0.707807253918982
gsm2334602_38,0.157628413786474,0.101188788530424,0.0543894985959379,0.0751822421931378,0.0696154781623889,0.558539579687699
gsm2333908_38,0.0177238324266001,0.122643292686011,0.0373898054721069,0.0672806852687092,0.0615309234174124,0.712847022807538
gsm2334155_38,0.119535991670045,0.060571991483288,0.0489753547245222,0.0256584669958105,0.102644162781368,0.648085983167921
gsm2334426_38,0.108436913522202,0.101607158763347,0.0953184425300298,0.108300871393143,0.0658578547320233,0.555880984302614
gsm2334495_38,0.133652031717785,0.0952872208759422,0.0588910345595743,0.135717734948545,0.0586405598422541,0.524666598086189
gsm2333993_39,0.0429531068707178,0.0415258728328704,0.0105714082490323,0.0315644151678953,0.113874425582558,0.752980536866783
gsm2334053_39,0.0967973214459448,0.116661277899853,0.0566284971947706,0.13894519305957,0.0895058086502266,0.521638432418374
gsm2334080_39,0.164955083015389,0.115835680000973,0.0302346737066675,0.0878713921070311,0.0648247660951783,0.530639713532294
gsm2334196_39,0.24701352647951,0.140406245687671,0.0917586642842245,0.0141541247498362,0.0760194587785699,0.417866355639976
gsm2334260_39,0.101516847127997,0.0839125494477205,0.0354195782221417,0.065184781017056,0.0787663948250474,0.641834003338469
gsm2334285_39,0.134042715850308,0.082222297272385,0.065463006953928,0.023031758500897,0.0815695194579996,0.622989066032915
gsm2334434_39,0.157598416076941,0.146932754945307,0.073572305356551,0.060009214241947,0.0494433945864873,0.532696991067722
gsm2334472_39,0.233075802789229,0.110690547468149,0.0395180521544393,0.0984167968471759,0.0638761155404359,0.470008080312454
gsm2333948_39,0.193801025348006,0.0844789549520009,0.0456628369731751,0.0461317741437471,0.06743235156759,0.578362198820636
gsm2334083_39,0.144868336625847,0.094657837162443,0.0404063871374747,0.120390689739512,0.109554494753551,0.503468750426689
gsm2334294_39,0.135185014844531,0.0688415412698559,0.0188873254690842,0.15014257865524,0.0719339182419571,0.543824328679238
gsm2334437_39,0.154026806732597,0.0311140901689991,0.0990493900517143,0.0769869303323587,0.0971333932545844,0.556802372082926
gsm2333972_40,0.103858637031946,0.0610532737160844,0.0242928127588675,0.0293466651052335,0.11484194833418,0.668571219311966
gsm2334000_40,0.159138539290513,0.0961365264657249,0.023967861876305,0.018614335315692,0.0791932549410028,0.618426713999612
gsm2334074_40,0.0908176485897219,0.0960138820614566,0.0297299524845645,0.0707245586250301,0.0523364948039121,0.659995946904743
gsm2334118_40,0.0724780838274275,0.0758948967807633,0.0597352309109624,0.110106424391846,0.0872681265553648,0.601360827258824
gsm2334477_40,0.108615211460291,0.0420450231095325,0.0236949586536426,0.0160870445443155,0.0973682502916867,0.710071825342567
gsm2334521_40,0.178320364376835,0.107792052592136,0.067426169726127,0.0271448887794962,0.0585998166097263,0.568131653545921
gsm2333978_40,0.133207522351019,0.013826867740198,0.041490790188185,0.0405117257986433,0.0772794668203675,0.697056321338629
gsm2334220_40,0.140918841710654,0.0713719370928228,0.0510719031798088,0.079927917677006,0.0641723060729021,0.610990251583274
gsm2334250_40,0.104609261735151,0.0832781342528536,0.0671162475035468,0.117743243509861,0.0848916281894575,0.556764226238142
gsm2334317_40,0.182472398841856,0.0442859316716046,0.0467563473419527,0.137758410054712,0.0961415362523625,0.500577154112132
gsm2334331_40,0.139541144551215,0.00616790277775224,0.0407403591348735,0.0502809342579627,0.111390271173924,0.646375938187388
gsm2334433_40,0.169623575553161,0.104140180013275,0.0413137020120317,0.04426555449244,0.0868931035472631,0.561648785623264
gsm2334462_40,0.182034024890701,0.0669145003715031,0.0652557355893946,0.0376868453335538,0.0984733845621276,0.54055324216612
gsm2334469_40,0.0824813958958086,0.156108694562673,0.0266790897162725,0.121085268340841,0.112360620609534,0.493720119945452
gsm2334116_41,0.0804691135328938,0.0844325787680372,0.0633314797686085,0.0599594683194219,0.100803869630716,0.614064018405693
gsm2334169_41,0.108887735644223,0.0400329113299365,0.0549017456928799,0.0855888197887592,0.0994199679573788,0.609742898996986
gsm2334215_41,0.173804424498369,0.0899651340618294,0.0548741640365524,0.018668870919474,0.0764047698294714,0.602215120812241
gsm2334386_41,0.124454520210335,0.088635663857849,0.0108005354595871,0.13935918174148,0.10627449873311,0.532276618084604
gsm2334498_41,0.113446508878026,0.0858909556068009,0.0482098713034564,0.097844459636749,0.0870323839378827,0.589980436236595
gsm2334008_41,0.140370198539414,0.0910639450086635,0.0809516111625858,0.157993902355593,0.0940099385484042,0.452817889110599
gsm2334235_41,0.190943057564995,0.121709916294197,0.064506584736795,0.124142355564614,0.0834616324523365,0.422714992582137
gsm2334275_41,0.138178861492205,0.072151506092835,0.0499415991535311,0.0368162423818092,0.0814683598080189,0.630070270325691
gsm2333996_42,0.20745406110047,0.0767523236370289,0.0405943707091668,0.064655848343268,0.102653992025756,0.506138692836287
gsm2334066_42,0.170802143265118,0.0403581414807731,0.0307187544283334,0.0647765764015583,0.079397129692477,0.610120891039523
gsm2334382_42,0.166335924898995,0.0855515692663117,0.0182275301541024,0.0173245335117885,0.0669628455333542,0.649786102247811
gsm2334459_42,0.108732210557935,0.106905358017411,0.0283907126538175,0.0991433690797559,0.0769479614996361,0.590181794516154
gsm2333970_42,0.0795570621575004,0.0812100894153379,0.0218867871550565,0.0949444293117192,0.0899928920598608,0.637638563994226
gsm2334255_42,0.084474667059217,0.110262339226724,0.0714851857937429,0.148694329162468,0.141447565176866,0.470593677498798
gsm2334337_42,0.0565738168503197,0.114002001222098,0.0918219300093329,0.188835338292769,0.0501090080756786,0.524385191099714
gsm2334403_42,0.19524890659582,0.0572821136961471,0.117364978191756,0.035538838752581,0.0668311362341849,0.569737766920918
gsm2334420_42,0.180884883675809,0.0624963244987117,0.0647788184385236,0.0593794656070185,0.121725915683372,0.509718232444605
gsm2334563_42,0.185380969880996,0.084711170239584,0,0.0815132479946362,0.0745613630760292,0.57096531377085
gsm2334599_42,0.13554480568739,0.196312792729262,0.0702839449865774,0.0429112289987,0.0785868589808428,0.513433508563344
gsm2334001_43,0.146146174838335,0.0434154006604243,0.0472067855621264,0.121712486786068,0.0623762622427009,0.565316073767871
gsm2334027_43,0.297886828284812,0.0188043521680678,0.0351118499803605,0.0570565177556341,0.0538195176246989,0.52779353635798
gsm2334052_43,0.0952154030639782,0.0156863427160852,0.0410863256248478,0.0365548678353254,0.12061707531448,0.678564764888901
gsm2334099_43,0.216394428579689,0.152632886147489,0.0935729994208869,0.00541456089601171,0.0639818945685449,0.459746053070608
gsm2334550_43,0.193562704267602,0.0753684958967634,0.0827470421280104,0.0632207381752449,0.107867826281406,0.497224677804503
gsm2334042_43,0.149565715855242,0.00170945615405331,0.0422061859231592,0.0821975710847479,0.0738531944901638,0.648128328954288
