# Epigenetic clock results for the samples in WBC Johansson dataset.,
id,Horvath pan-tissue 2013
gsm2334027_43,43.220698972831
gsm2334052_43,50.0943647669928
gsm2334099_43,50.376965680559
gsm2334550_43,46.7382612118125
gsm2334042_43,49.6700982249604
gsm2334154_43,51.232392151041
gsm2334174_43,50.6789021922561
gsm2334505_43,51.1474244533936
gsm2334002_44,50.3178058809811
gsm2334073_44,44.3474178513509
gsm2334211_44,46.9384084321599
gsm2334267_44,42.2943742124143
gsm2334315_44,47.680935735416
gsm2334330_44,45.4992197210646
gsm2334390_44,48.4434618830147
gsm2334608_44,42.3298664441739
gsm2333973_44,50.0238021678509
gsm2334011_44,53.1623713776098
gsm2334055_44,50.403256156255
gsm2334305_44,43.4518376581567
gsm2334491_44,46.3153974480166
gsm2334580_44,51.8185918869943
gsm2334603_44,44.2573320744828
gsm2333932_45,49.4120063628515
gsm2333954_45,49.9935457323906
gsm2333977_45,47.0124488074175
gsm2334165_45,40.956141329154
gsm2334253_45,50.7032698085987
gsm2334279_45,48.6875511791603
gsm2334454_45,46.0955908976457
gsm2334534_45,46.5536168064672
gsm2334548_45,51.6242847091162
gsm2334551_45,46.2075825380438
gsm2334552_45,47.1408704866308
gsm2334617_45,46.5052748455667
gsm2334634_45,37.3377592556628
gsm2333955_45,47.1106023485173
gsm2333969_45,50.3286480345152
gsm2333995_45,44.8713346803417
gsm2334168_45,54.5874445359555
gsm2334257_45,54.3740832038337
gsm2334481_45,47.2395175428455
gsm2334579_45,45.971348343455
gsm2333934_46,48.5665737586125
gsm2334375_46,53.2692301610443
gsm2334441_46,44.6372913633198
gsm2334473_46,47.305069509098
gsm2334003_46,48.5196467987048
gsm2334070_46,49.7166865128693
gsm2334159_46,49.8219564455004
gsm2334227_46,45.7681703266716
gsm2334340_46,48.617771223536
gsm2334418_46,49.0611842291503
gsm2334010_47,55.3586691372296
gsm2334203_47,45.3781647876592
gsm2334256_47,50.594682755343
gsm2334304_47,43.1775541661136
gsm2334379_47,46.9133681748232
gsm2334471_47,41.4367113666047
gsm2334026_47,47.7683588259713
gsm2334056_47,55.0960027072831
gsm2334133_47,49.013272888832
gsm2334187_47,58.7547269931192
gsm2334286_47,53.0711139007398
gsm2334411_47,55.1297503027905
gsm2334031_48,52.4429677128118
gsm2334124_48,50.1425318499667
gsm2334141_48,54.2664205784241
gsm2334320_48,55.0334327539064
gsm2334360_48,52.8552187039113
gsm2334587_48,44.6092567124673
gsm2333947_48,47.9143198070255
gsm2334038_48,56.6765646238425
gsm2334079_48,56.5535724809812
gsm2334144_48,58.3294575966991
gsm2334171_48,55.4903204759946
gsm2334218_48,47.1514272869323
gsm2334369_48,51.3663573373677
gsm2334374_48,52.5505306401405
gsm2334381_48,53.6736775743284
gsm2334407_48,51.5870423966555
gsm2334554_48,60.6622294050893
gsm2333994_49,50.0338878186328
gsm2334028_49,57.1294574136374
gsm2334130_49,53.8117481045623
gsm2334172_49,52.7239862437381
gsm2334555_49,54.7008648193827
gsm2334559_49,52.2220494383656
gsm2334564_49,54.3677906776291
gsm2334077_49,48.8782171220002
gsm2334185_49,55.7052400975513
gsm2334242_49,54.0841591435405
gsm2334254_49,47.1581334281262
gsm2334425_49,54.5202545924704
gsm2334458_49,49.3867988218161
gsm2333946_50,57.3222812945648
gsm2334075_50,51.852002920268
gsm2334183_50,46.2633755977029
gsm2334244_50,52.622091112318
gsm2334277_50,57.3679859683246
gsm2334353_50,47.6812491379427
gsm2334384_50,52.0001928526868
gsm2334512_50,50.1505906269823
gsm2334017_50,56.7577845285917
gsm2334119_50,49.8465108018278
gsm2334177_50,61.7779070395526
gsm2334351_50,53.0360002466835
gsm2334344_51,54.6145151713761
gsm2334346_51,56.2475999730026
gsm2334417_51,62.9038821216529
gsm2334485_51,44.5661621219595
gsm2334616_51,50.860159278417
gsm2334012_51,66.4774287475917
gsm2334205_51,59.8440874813336
gsm2334221_51,49.0090510951458
gsm2334246_51,58.1068723244903
gsm2334424_51,51.3301538984846
gsm2334198_52,51.2763321643941
gsm2334633_52,49.29343512206
gsm2334020_52,57.1241154118666
gsm2334415_52,56.6503075341099
gsm2334629_52,54.4818444765122
gsm2334146_53,65.8830872932818
gsm2334270_53,53.9992777802402
gsm2334385_53,61.1349945035302
gsm2334533_53,51.142080404342
gsm2334566_53,53.3827917471789
gsm2334610_53,53.7006238892097
gsm2334013_53,52.268218512431
gsm2334068_53,54.351177789539
gsm2334108_53,52.9900591019411
gsm2334264_53,55.1504870096184
gsm2334299_53,57.7120811000846
gsm2334348_53,53.9220642924239
gsm2334443_53,49.6825936351381
gsm2334627_53,42.2247463714484
gsm2334313_54,59.0817000674435
gsm2334535_54,51.070256261436
gsm2334232_54,53.826905739888
gsm2334365_54,49.1353509110449
gsm2334367_54,55.8441483608505
gsm2334482_54,57.4794719011932
gsm2334537_54,60.7116448116253
gsm2334541_54,57.7933593718331
gsm2334632_54,53.2743774306096
gsm2333919_55,58.4196071311286
gsm2333943_55,58.7593011671653
gsm2334021_55,55.7924288207179
gsm2334041_55,55.118037723181
gsm2334272_55,57.4634163700111
gsm2334561_55,48.261437657945
gsm2333902_55,53.7270853756575
gsm2333914_55,67.7696034635526
gsm2334273_55,55.0051601487334
gsm2334479_55,58.2211910931788
gsm2334043_56,58.7796778650377
gsm2334096_56,48.5072561827645
gsm2334295_56,56.2357336177382
gsm2334343_56,54.4454064195245
gsm2334396_56,52.9861234640377
gsm2334410_56,56.5056001793866
gsm2334439_56,56.2770992963216
gsm2334449_56,67.933154054846
gsm2334607_56,53.2839757500398
gsm2334623_56,50.1596982615825
gsm2333945_57,56.4221162263854
gsm2333953_57,55.837960619329
gsm2334127_57,60.016103277103
gsm2334341_57,54.0880597518921
gsm2334542_57,65.2859042639044
gsm2334287_57,63.8992326406447
gsm2334435_57,66.9242649262258
gsm2334464_57,61.9084823529916
gsm2333936_58,58.8328535570529
gsm2334188_58,71.7028751818418
gsm2334511_58,50.4260324890351
gsm2334115_58,54.9098845697793
gsm2334525_58,63.5313697930029
gsm2334545_58,55.3746234949727
gsm2333939_59,61.5113042396244
gsm2334086_59,64.1625808401252
gsm2334243_59,58.5805277525318
gsm2334355_59,59.3251194497291
gsm2334573_59,60.8421426178159
gsm2333916_59,63.385499665869
gsm2334128_59,64.233237806882
gsm2334140_59,60.7231742168245
gsm2334470_59,54.9508336257677
gsm2334618_59,56.124500152517
gsm2334361_60,60.8591592801878
gsm2334402_60,66.1653754076833
gsm2334567_60,61.5977167784357
gsm2333918_60,56.2766369541044
gsm2334100_60,56.7547916402415
gsm2334359_60,58.0058831302017
gsm2334029_61,60.6765101326328
gsm2334202_61,62.8139886058206
gsm2334225_61,65.0625526425368
gsm2334347_61,52.2784295588386
gsm2334492_61,58.5887638569401
gsm2334214_61,60.9196246371369
gsm2334238_61,62.4450977509929
gsm2334502_61,64.8951385427365
gsm2334523_61,64.8729610106091
gsm2333967_62,62.6810052758312
gsm2334009_62,60.6663388924592
gsm2334263_62,66.2947149490809
gsm2334288_62,69.4168082813931
gsm2334371_62,61.0050928294503
gsm2334466_62,71.2104727186779
gsm2333944_62,62.7352603137462
gsm2334179_62,59.7075188663894
gsm2334621_62,62.3105144531289
gsm2333928_63,67.2367744584712
gsm2334529_63,70.7514348225462
gsm2334536_63,69.8576636852557
gsm2333920_63,66.1875599133541
gsm2334044_63,73.1414620413162
gsm2334184_63,78.4260182280808
gsm2334252_63,63.0894164747135
gsm2334292_63,67.0026922550151
gsm2334303_63,69.4139509147558
gsm2333930_64,64.8861628199276
gsm2334033_64,58.5162370495733
gsm2334233_64,65.9026075912351
gsm2334051_64,63.6663239644994
gsm2334483_64,65.3148839225405
gsm2334606_64,63.885780708267
